seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	name	freq	freqCMA
chr5	175515750	177454043	1938294	*	55831	0.9845068152101879	273	56kb_98.5%	SLC34A1,F12,B4GALT7,PROP1	SLC34A1,SNCB,NSD1,F12,B4GALT7,PROP1	DDX41,UIMC1,F12,GRK6,RGS14	SLC34A1,SNCB,UNC5A,TSPAN17,MXD3,NSD1,ZNF346,LMAN2,CDHR2,PFN3,DDX41,RNF44,CLTB,ARL10,PDLIM7,DOK3,FAF2,SIMC1,GPRIN1,TMED9,FAM193B,NOP16,DBN1,FAM153B,PRR7,HIGD2A,KIAA1191,FAM153A,PRELID1,UIMC1,EIF4E1B,FAM153C,F12,FGFR4,GRK6,HK3,B4GALT7,PROP1,RAB24,RGS14	SLC34A1,SNCB,UNC5A,TSPAN17,MXD3,NSD1,ZNF346,LMAN2,CDHR2,PFN3,DDX41,RNF44,CLTB,ARL10,PDLIM7,DOK3,FAF2,SIMC1,GPRIN1,TMED9,FAM193B,NOP16,DBN1,FAM153B,PRR7-AS1,PRR7,HIGD2A,KIAA1191,FAM153A,PRELID1,UIMC1,OR1X5P,EIF4E1B,FAM153C,MIR1271,F12,FGFR4,MIR4281,ZNF346-IT1,SUDS3P1,GRK6,RN7SL562P,RN7SL684P,HK3,B4GALT7,PROP1,RAB24,RGS14	48	5q35	0	134.5
chr7	99907100	102242674	2335575	*	36583	0.9285187108766367	273	37kb_92.9%	TFR2,ACTL6B,EPO,AP1S1,PLOD3	TFR2,ACTL6B,CUX1,EPHB4,EPO,GNB2,AP1S1,SERPINE1,PLOD3,GIGYF1	TFR2,TRIP6,FBXO24,ACTL6B,LRCH4,GIGYF1	ACHE,TFR2,TRIP6,VGF,FBXO24,ACTL6B,MUC17,SH2B2,SLC12A9,PILRB,TRIM56,POP7,MEPCE,CLDN15,PILRA,ORAI2,ZNHIT1,FIS1,TSC22D4,LRWD1,PRKRIP1,RABL5,ALKBH4,NYAP1,NAT16,C7orf61,RASA4,MOGAT3,ZCWPW1,SRRT,MOSPD3,CUX1,PPP1R35,MYL10,UFSP1,SPDYE2,POLR2J3,EPHB4,EPO,RASA4B,SPDYE3,SAP25,GNB2,AGFG2,AP1S1,LRCH4,MUC12,MUC3A,SERPINE1,PCOLCE,PLOD3,GIGYF1,POLR2J	ACHE,TFR2,TRIP6,VGF,ZAN,FBXO24,ACTL6B,MUC17,SH2B2,SLC12A9,COL26A1,PILRB,TRIM56,POP7,MEPCE,CLDN15,PILRA,ORAI2,ZNHIT1,FIS1,TSC22D4,LRWD1,PRKRIP1,RABL5,ALKBH4,NYAP1,NAT16,C7orf61,RASA4,MOGAT3,ZCWPW1,SRRT,MOSPD3,CUX1,PPP1R35,MYL10,UFSP1,SPDYE2,POLR2J3,EPHB4,EPO,RASA4B,MIR548O,SPDYE3,SPDYE6,MIR4285,PCOLCE-AS1,MIR4653,MIR4467,SAP25,MIR5090,GNB2,DGAT2L7P,RN7SKP54,RN7SL161P,RN7SL416P,RN7SL549P,RN7SL750P,RNU6-1104P,STAG3L5P,PVRIG2P,STAG3L5P-PVRIG2P-PILRB,LINC01007,AGFG2,AP1S1,LRCH4,MUC12,MUC3A,SERPINE1,PCOLCE,PLOD3,AZGP1P2,PMS2P1,GIGYF1,POLR2J	75	NA	NA	NA
chr7	72433437	76436445	4003009	*	151362	0.9591839431297156	271	151kb_95.9%	MDH2,NCF1,POR	YWHAG,ZP3,ELN,HSPB1,MDH2,NCF1,POR	WBSCR22	BCL7B,CCL24,CCL26,STX1A,TBL2,EIF4H,MLXIPL,LAT2,YWHAG,ZP3,SRCRB4D,WBSCR16,DTX2,NSUN5,WBSCR22,ABHD11,DNAJC30,TRIM74,TRIM73,STYXL1,VPS37D,TRIM50,WBSCR27,CLDN3,CLDN4,UPK3B,WBSCR28,RHBDD2,CLIP2,SRRM3,GTF2IRD2,GTF2IRD2B,ELN,POM121C,GATSL1,GATSL2,FKBP6,FZD9,GTF2I,GTF2IRD1,HIP1,HSPB1,LIMK1,MDH2,NCF1,POMZP3,POR,BAZ1B,RFC2	BCL7B,CCL24,CCL26,STX1A,TBL2,EIF4H,MLXIPL,LAT2,YWHAG,ZP3,SRCRB4D,WBSCR16,DTX2,NSUN5,WBSCR22,ABHD11,DNAJC30,TRIM74,TRIM73,STYXL1,VPS37D,LINC00035,TRIM50,WBSCR27,NSUN5P1,CLDN3,CLDN4,UPK3B,TMEM120A,WBSCR28,RHBDD2,CLIP2,SRRM3,GTF2IRD2,NCF1B,NCF1C,SNORA14A,MIR590,GTF2IRD2B,GTF2IRD2P1,ELN,SPDYE8P,STAG3L3,STAG3L1,STAG3L2,POM121B,POM121C,FDPSP2,GATSL1,GATSL2,FKBP6,MIR4284,PHBP5,PHBP6,PHBP15,RPL7L1P3,FZD9,MIR4651,RNA5SP233,RN7SL212P,RN7SL265P,GTF2I,GTF2IP1,GTF2IRD1,RN7SL642P,RNU6-863P,RNU6-1070P,RNU6-1080P,RNU6-1198P,HIP1,HSPB1,LIMK1,MDH2,NCF1,PMS2P10,PMS2P2,PMS2P3,PMS2P5,POMZP3,POR,BAZ1B,RFC2	82	NA	NA	NA
chr1	17033410	21743829	4710420	*	24062	0.9441858532125342	268	24kb_94.4%	PINK1,PADI3,DDOST,EMC1,ATP13A2,ALDH4A1,PAX7	SDHB,PINK1,PADI3,DDOST,EMC1,ATP13A2,ECE1,ALDH4A1,PAX7	CROCC,ARHGEF10L,DDOST,ATP13A2,ALDH4A1	SDHB,PLA2G2E,PINK1,TAS1R2,CAPZB,CDA,PADI3,PADI2,PADI1,PADI4,MRTO4,KIF17,CROCC,ACTL8,CAMK2N1,HP1BP3,ARHGEF10L,MUL1,RNF186,PQLC2,UBXN10,VWA5B1,KLHDC7A,IFFO2,DDOST,TMCO4,IGSF21,SH2D5,EMC1,OTUD3,PLA2G2F,ATP13A2,RCC2,UBR4,ECE1,FAM43B,MINOS1,EIF4G3,AKR7A2,AKR7A3,ALDH4A1,MINOS1-NBL1,FAM231C,HTR6,MFAP2,NBL1,PAX7,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G5	RNU1-2,RNU1-4,SDHB,PLA2G2E,PINK1,TAS1R2,CAPZB,PPP1R11P1,CDA,PADI3,PADI2,PADI1,PADI4,MRTO4,KIF17,PADI6,CROCC,ESPNP,ACTL8,AKR7L,CAMK2N1,HP1BP3,ARHGEF10L,MUL1,RNF186,PQLC2,UBXN10,VWA5B1,KLHDC7A,IFFO2,DDOST,TMCO4,IGSF21,SH2D5,EMC1,OTUD3,PLA2G2F,ATP13A2,RCC2,UBR4,ECE1,FAM43B,MINOS1,EIF4G3,MIR1290,MIR1256,RPS15AP6,RPS14P3,RPS4XP4,PINK1-AS,AKR7A2,MIR3675,AKR7A3,ALDH4A1,UBXN10-AS1,MIR4695,MIR3972,CROCCP4,RNU7-200P,RN7SL85P,RN7SL277P,RN7SL304P,RNU4-28P,RNU6-1099P,MINOS1-NBL1,HSPE1P27,LINC01141,FAM231C,HTR6,MFAP2,MST1L,NBL1,PAX7,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G5	77	NA	NA	NA
chr16	15505256	21443345	5938090	*	4934	0.9365626266720714	268	5kb_93.7%	ZP2,XYLT1,NDE1,COQ7,ABCC6,ARL6IP1,MYH11	RPS15A,UMOD,ZP2,XYLT1,NDE1,COQ7,CRYM,C16orf62,ABCC1,ABCC6,ARL6IP1,MYH11	ZP2,TMC5,CCP110,C16orf62,PDILT,ABCC1	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,C16orf62,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,TMEM159,ERI2,ACSM2B,ACSM2A,KNOP1,CLEC19A,NPIPA7,NPIPA8,GP2,ABCC1,ABCC6,ARL6IP1,MYH11	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,C16orf62,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,PKD1P1,PKD1P5,TMEM159,ERI2,ACSM2B,SNX29P1,ACSM2A,MIR484,ABCC6P1,KNOP1,CRYM-AS1,CLEC19A,RPL7P47,RPL15P20,RPL17P40,MIR3179-3,MIR3180-3,MIR3179-2,MIR3180-2,NPIPA7,NPIPA8,SNRPEP3,MIR3670-2,GP2,RN7SL90P,RNU4-46P,RNU6-213P,RNU6-944P,RNU6-1340P,ABCC1,ABCC6,ARL6IP1,MYH11	67	NA	NA	NA
chr22	20617356	25033437	4416082	*	18917	0.9730401226410107	268	19kb_97.3%	SNAP29,UPB1,SCARF2,GGT1,IGLL1,LZTR1,PI4KA	SMARCB1,SNAP29,CHCHD10,UPB1,SCARF2,CRKL,SPECC1L,GGT1,SERPIND1,IGLL1,LZTR1,MAPK1,PI4KA	PI4KA,PPIL2,TOP3B,CABIN1,GGT1	BCR,SDF2L1,SLC7A4,SMARCB1,SNAP29,SNRPD3,TOP3B,UBE2L3,VPREB1,VPREB3,YPEL1,ZNF70,ZNF74,RTDR1,DERL3,GUCD1,SLC2A11,MED15,C22orf15,CHCHD10,UPB1,HIC2,GGTLC2,ZNF280A,PPM1F,SCARF2,USP41,ZNF280B,THAP7,CRKL,CABIN1,KLHL22,ADORA2A,AIFM3,CCDC116,YDJC,DDT,C22orf43,SPECC1L,SUSD2,RGL4,FAM211B,GSTT2B,DDTL,RIMBP3B,RIMBP3C,POM121L7,IGLL5,GGT1,GGT2,GGT5,GNAZ,FAM230A,GSTT1,GSTT2,SERPIND1,SPECC1L-ADORA2A,IGLL1,LZTR1,MAPK1,MIF,MMP11,P2RX6,PI4KA,PPIL2,PRAME,RAB36	BCR,BCRP2,BCRP3,BCRP4,BCRP5,SDF2L1,SLC7A4,SMARCB1,SNAP29,SNRPD3,TOP3B,TOP3BP1,UBE2L3,VPREB1,VPREB3,YPEL1,ZNF70,ZNF74,RTDR1,FBXW4P1,DERL3,GUCD1,SLC2A11,MED15,C22orf15,CHCHD10,IGLVVI-22-1,IGLVVI-25-1,IGLVVII-41-1,IGLVIV-66-1,UPB1,POM121L1P,HIC2,GGTLC2,ZNF280A,KRT18P5,SLC9A3P2,POM121L4P,BMP6P1,SOCS2P2,ASH2LP1,PPM1F,SCARF2,USP41,ZNF280B,THAP7,CRKL,TUBA3FP,CABIN1,FAM230C,TMEM191A,KLHL22,ADORA2A,AIFM3,ZDHHC8P1,CCDC116,GSTTP1,YDJC,DDT,C22orf43,SPECC1L,POM121L9P,SUSD2,MIR130B,RGL4,MIR649,MIR650,FAM230B,FAM211B,GSTT2B,DDTL,PI4KAP2,TMEM191C,GSTTP2,MIR301B,RIMBP3B,RIMBP3C,ABHD17AP4,ABHD17AP5,P2RX6P,PRAMENP,POM121L7,POM121L8P,ADORA2A-AS1,IGLL5,CES5AP1,BCRP1,BCRP6,BCRP8,SMPD4P1,THAP7-AS1,KLHL22-IT1,PPP1R26P3,PPP1R26P5,MTND1P13,GUSBP11,GGT1,GGT2,GGT5,RNA5SP493,GNAZ,EIF4EBP1P2,TUBA3GP,FAM230A,RN7SKP63,RN7SKP221,RN7SL263P,RN7SL268P,RN7SL280P,RN7SL389P,GSTT1,GSTT2,RN7SL812P,RNU6-225P,SERPIND1,BMS1P20,SPECC1L-ADORA2A,IGLC1,IGLC2,IGLC3,IGLC4,IGLC5,IGLC6,IGLC7,IGLJ1,IGLJ2,IGLJ3,IGLJ4,IGLJ5,IGLJ6,IGLJ7,IGLL1,IGLV1-36,IGLV1-40,IGLV1-41,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV1-62,IGLV10-54,IGLV10-67,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-28,IGLV2-33,IGLV2-34,IGLV2-5,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-13,IGLV3-15,IGLV3-16,IGLV3-17,IGLV3-19,IGLV3-2,IGLV3-21,IGLV3-22,IGLV3-24,IGLV3-25,IGLV3-26,IGLV3-27,IGLV3-29,IGLV3-30,IGLV3-31,IGLV3-32,IGLV3-4,IGLV3-6,IGLV3-7,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-35,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,IGLVI-20,IGLVI-38,IGLVI-42,IGLVI-56,IGLVI-63,IGLVI-68,IGLVI-70,IGLVIV-53,IGLVIV-59,IGLVIV-64,IGLVIV-65,IGLVV-58,IGLVV-66,LZTR1,MAPK1,MIF,MMP11,ASLP1,P2RX6,PI4KA,PPIL2,PRAME,RAB36	211	NA	NA	NA
chr16	15505270	21875642	6370373	*	4934	0.9349412241588975	265	5kb_93.5%	ZP2,XYLT1,OTOA,NDE1,COQ7,ABCC6,ARL6IP1,MYH11	RPS15A,UMOD,ZP2,XYLT1,OTOA,NDE1,COQ7,CRYM,C16orf62,ABCC1,ABCC6,ARL6IP1,MYH11	ZP2,OTOA,TMC5,CCP110,C16orf62,PDILT,ABCC1	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,OTOA,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,METTL9,C16orf62,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,TMEM159,ERI2,ACSM2B,ACSM2A,KNOP1,CLEC19A,NPIPA7,NPIPA8,NPIPB4,GP2,ABCC1,ABCC6,IGSF6,ARL6IP1,MYH11	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,OTOA,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,METTL9,C16orf62,SLC7A5P2,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,PKD1P1,PKD1P5,TMEM159,ERI2,RRN3P1,ACSM2B,SNX29P1,ACSM2A,MIR484,ABCC6P1,KNOP1,CRYM-AS1,CLEC19A,RPL7P47,RPL15P20,RPL17P40,MIR3179-3,MIR3180-3,MIR3179-2,MIR3180-2,MIR3680-1,NPIPA7,NPIPA8,NPIPB4,SNRPEP3,MIR3670-2,MIR3680-2,GP2,RN7SL90P,RNU4-46P,RNU6-196P,RNU6-213P,RNU6-944P,RNU6-1005P,RNU6-1340P,ABCC1,ABCC6,IGSF6,ARL6IP1,MYH11	77	NA	NA	NA
chr10	81666211	88751887	7085677	*	1925	0.9407792207792208	264	2kb_94.1%	CDHR1,MAT1A	BMPR1A,CDHR1,LDB3,ANXA11,MAT1A,RGR	LDB3	BMPR1A,SFTPD,SNCG,OPN4,CDHR1,LDB3,GHITM,PLAC9,MMRN2,WAPAL,TSPAN14,LRIT1,LRIT2,DYDC1,DYDC2,ADIRF,TMEM254,FAM213A,CCSER2,C10orf99,SH2D4B,GRID1,ANXA11,MAT1A,NRG3,RGR	BMPR1A,SFTPD,SNCG,OPN4,CDHR1,LDB3,GHITM,PLAC9,MMRN2,WAPAL,TSPAN14,LRIT1,LRIT2,DYDC1,DYDC2,RPL7AP8,RPS3AP5,ADIRF,RPS12P2,TMEM254,LINC00858,TMEM254-AS1,FAM213A,CCSER2,C10orf99,NRG3-AS1,SH2D4B,EIF5AP4,C1DP2,C1DP3,HMGN2P8,MIR346,RPL12P29,RPL22P18,RPS7P9,C1DP4,RNU1-19P,RNA5SP322,ZNRF2P3,LINC00857,FARSBP1,WARS2P1,RPA2P2,MARK2P15,TNPO1P1,CACYBPP1,ADIRF-AS1,GRID1,RN7SKP84,RN7SKP238,RNU6-129P,RNU6-325P,RNU6-441P,RNU6-478P,RNU6-780P,RNU1-65P,ANXA11,MAT1A,MBL1P,NRG3,RGR	61	NA	NA	NA
chr17	16283373	21728867	5445495	*	20913	0.9364988284798929	264	21kb_93.6%	TOP3A,MIEF2,TNFRSF13B,RNASEH1P2,ATPAF2,B9D1,ALDH3A2,GRAP,MYO15A	SREBF1,TOP3A,MIEF2,TNFRSF13B,RNASEH1P2,ATPAF2,B9D1,FLCN,ALDH3A2,GRAP,MYO15A,RAI1	TOM1L2,TOP3A,ULK2,SMCR8,CCDC144A,SPECC1,FAM83G,FLII,LLGL1,MAPK7	SHMT1,SREBF1,TOM1L2,TOP3A,FBXW10,UBB,USP22,RNF112,ULK2,ZNF287,NT5M,RASD1,TMEM11,MIEF2,SMCR8,TRPV2,TNFRSF13B,EPN2,ATPAF2,TVP23B,COPS3,SLC5A10,B9D1,DHRS7B,LGALS9B,LRRC48,MED9,SLC47A1,FAM106A,ALKBH5,SLC47A2,TBC1D28,FLCN,C17orf51,GID4,CCDC144A,ZNF624,DRG2,MPRIP,PLD6,SPECC1,C17orf103,FAM211A,FAM83G,TRIM16L,ZNF286B,CCDC144NL,LGALS9C,CDRT15L2,EVPLL,AKAP10,GRAPL,FLII,ALDH3A2,ALDH3A1,GRAP,KCNJ12,LLGL1,MAP2K3,MAPK7,MFAP4,MYO15A,PEMT,PRPSAP2,RAI1	RNASEH1P1,SNORD3B-1,SCDP1,SHMT1,SREBF1,TOM1L2,TOP3A,FBXW10,UBB,USP22,RNF112,ULK2,ZNF287,NT5M,RASD1,TMEM11,MEIS3P2,SMCR2,SMCR5,MIEF2,SMCR8,TRPV2,TNFRSF13B,EPN2,RNASEH1P2,ATPAF2,TVP23B,COTL1P1,KCTD9P1,COPS3,SLC5A10,B9D1,COTL1P2,DHRS7B,LGALS9B,LRRC48,MED9,SLC47A1,FAM106A,ALKBH5,SLC47A2,CCDC144B,TBC1D28,FLCN,C17orf51,TBC1D27,GID4,FAM211A-AS1,CCDC144A,CCDC144CP,ZNF624,DRG2,MPRIP,SRP68P2,SRP68P1,SRP68P3,PLD6,UPF3AP2,UPF3AP1,SPECC1,USP32P2,C17orf103,UBE2SP2,FAM211A,TBC1D3P3,TBC1D3P4,FAM106B,FAM83G,SNORA59B,TRIM16L,MIR33B,SNORD3A,SNORD3B-2,SNORD3C,SNORD3D,ZNF286B,CCDC144NL,LGALS9C,ABHD17AP6,CDRT15L2,TRNAQ41P,NOS2P3,EVPLL,MIR1180,RPL13P12,RPL21P120,RPS2P46,RPL17P43,RPL21P121,AKAP10,RPL7AP65,GRAPL,FLII,KRT16P2,KRT16P3,KRT16P4,KRT16P5,FTLP12,FOXO3B,FAM106CP,KYNUP1,KYNUP2,KYNUP3,HNRNPA1P19,NEK4P2,ALDH3A2,RAI1-AS1,ALDH3A1,EPN2-AS1,MPRIP-AS1,MTND1P14,MTND2P12,NCOR1P2,USP32P1,USP32P3,ZSWIM5P2,TSEN15P1,RNFT1P3,TNPO1P2,OLA1P2,GRAP,RN7SL17P,RN7SL426P,RN7SL620P,RN7SL627P,RN7SL639P,RN7SL775P,RNU6-258P,RNU6-405P,RNU6-468P,RNU6-767P,RNU6-1057P,RNU6-1178P,PDLIM1P2,YWHAEP2,YWHAEP3,KCNJ12,KRT16P1,KRT17P1,KRT17P2,LLGL1,MAP2K3,MAPK7,MFAP4,MYO15A,NOS2P2,PEMT,PRPSAP2,RAI1	149	NA	NA	NA
chr15	23418196	32818504	9400309	*	139451	0.9563430882532216	262	139kb_95.6%	FAN1,HERC2,TRPM1,NDNL2,OCA2	SNRPN,UBE3A,OTUD7A,FAN1,GABRA5,GABRB3,HERC2,MAGEL2,MKRN3,TRPM1,NDN,NDNL2,OCA2	ATP10A,CHRNA7,MTMR10	SNRPN,SNURF,TJP1,NPAP1,UBE3A,ATP10A,KLF13,CHRFAM7A,ARHGAP11B,CHRNA7,OTUD7A,GOLGA8G,MTMR10,GOLGA6L2,FAM189A1,FAN1,GOLGA8F,GOLGA8H,GOLGA8J,GOLGA8K,GABRA5,GABRB3,GABRG3,GOLGA8M,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8S,GOLGA8T,HERC2,APBA2,MAGEL2,MKRN3,TRPM1,NDN,NDNL2,OCA2	RPL41P2,RPL5P1,SNRPN,SNURF,TJP1,NPAP1,UBE3A,ATP10A,KLF13,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,CHRNA7,OTUD7A,GOLGA8G,MTMR10,GOLGA6L2,FAM189A1,FAN1,HERC2P9,TVP23BP1,ABCB10P3,ABCB10P4,MIR211,WHAMMP2,GOLGA8EP,GOLGA8F,SNORD64,SNORD108,SNORD109A,SNORD109B,SNORD115-1,SNORD115-2,SNORD115-3,SNORD115-4,SNORD115-5,SNORD115-6,SNORD115-8,SNORD115-9,SNORD115-10,SNORD115-11,SNORD115-12,SNORD115-14,SNORD115-15,SNORD115-16,SNORD115-17,SNORD115-18,SNORD115-19,SNORD115-20,SNORD115-21,SNORD115-22,SNORD115-23,SNORD115-24,SNORD115-25,SNORD115-27,SNORD115-28,SNORD115-29,SNORD115-30,SNORD115-31,SNORD115-32,SNORD115-33,SNORD115-34,SNORD115-35,SNORD115-36,SNORD115-37,SNORD115-38,SNORD115-39,SNORD115-40,SNORD115-41,SNORD115-42,SNORD115-43,SNORD115-44,SNORD115-45,SNORD115-47,SNORD116-1,SNORD116-2,SNORD116-3,SNORD116-5,SNORD116-6,SNORD116-7,SNORD116-8,SNORD116-9,SNORD116-10,SNORD116-11,SNORD116-12,SNORD116-13,SNORD116-14,SNORD116-15,SNORD116-16,SNORD116-17,SNORD116-18,SNORD116-19,SNORD116-20,SNORD116-21,SNORD116-23,SNORD116-24,SNORD116-25,SNORD116-26,SNORD116-27,PWRN1,PWRN2,SNORD115-48,SNORD116-29,HMGN2P5,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,RPL5P32,GOLGA6L7P,GOLGA8H,SNHG14,GOLGA8J,GOLGA8K,HERC2P10,GABRA5,GABRB3,GABRG3,MIR4508,MIR4715,TUBBP8,SNORD116-30,RNA5SP390,RNA5SP391,UBE2CP4,SPATA31E3P,GOLGA8M,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8S,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL106P,RN7SL185P,RN7SL196P,RN7SL238P,RN7SL469P,RN7SL536P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL719P,RN7SL796P,RN7SL829P,RNU6-466P,RNU6-741P,DNM1P50,LINC00929,HERC2,TMEM261P1,PWAR6,PWRN4,PWRN3,APBA2,MAGEL2,MKRN3,TRPM1,NDN,NDNL2,OCA2	166	NA	NA	NA
chr22	20573407	23766484	3193078	*	23492	0.9354248254725013	254	23kb_93.5%	SNAP29,SCARF2,LZTR1,PI4KA	SNAP29,SCARF2,CRKL,SERPIND1,LZTR1,MAPK1,PI4KA	PI4KA,PPIL2,TOP3B	BCR,SDF2L1,SLC7A4,SNAP29,TOP3B,UBE2L3,VPREB1,YPEL1,ZNF74,RTDR1,MED15,HIC2,GGTLC2,ZNF280A,PPM1F,SCARF2,USP41,ZNF280B,THAP7,CRKL,KLHL22,AIFM3,CCDC116,YDJC,RIMBP3B,RIMBP3C,POM121L7,IGLL5,GGT2,GNAZ,FAM230A,SERPIND1,LZTR1,MAPK1,P2RX6,PI4KA,PPIL2,PRAME,RAB36	BCR,BCRP2,BCRP4,BCRP5,SDF2L1,SLC7A4,SNAP29,TOP3B,TOP3BP1,UBE2L3,VPREB1,YPEL1,ZNF74,RTDR1,FBXW4P1,MED15,IGLVVI-22-1,IGLVVI-25-1,IGLVVII-41-1,IGLVIV-66-1,POM121L1P,HIC2,GGTLC2,ZNF280A,KRT18P5,SLC9A3P2,POM121L4P,BMP6P1,SOCS2P2,ASH2LP1,PPM1F,SCARF2,USP41,ZNF280B,THAP7,CRKL,TUBA3FP,FAM230C,TMEM191A,KLHL22,AIFM3,ZDHHC8P1,CCDC116,YDJC,MIR130B,MIR649,MIR650,FAM230B,PI4KAP2,TMEM191C,MIR301B,RIMBP3B,RIMBP3C,ABHD17AP4,ABHD17AP5,P2RX6P,PRAMENP,POM121L7,POM121L8P,IGLL5,CES5AP1,BCRP6,BCRP8,SMPD4P1,THAP7-AS1,KLHL22-IT1,PPP1R26P3,PPP1R26P5,GGT2,RNA5SP493,GNAZ,TUBA3GP,FAM230A,RN7SKP63,RN7SKP221,RN7SL263P,RN7SL280P,RN7SL389P,RN7SL812P,RNU6-225P,SERPIND1,BMS1P20,IGLC1,IGLC2,IGLC3,IGLC4,IGLC5,IGLC6,IGLC7,IGLJ1,IGLJ2,IGLJ3,IGLJ4,IGLJ5,IGLJ6,IGLJ7,IGLV1-36,IGLV1-40,IGLV1-41,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV1-62,IGLV10-54,IGLV10-67,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-28,IGLV2-33,IGLV2-34,IGLV2-5,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-13,IGLV3-15,IGLV3-16,IGLV3-17,IGLV3-19,IGLV3-2,IGLV3-21,IGLV3-22,IGLV3-24,IGLV3-25,IGLV3-26,IGLV3-27,IGLV3-29,IGLV3-30,IGLV3-31,IGLV3-32,IGLV3-4,IGLV3-6,IGLV3-7,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-35,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,IGLVI-20,IGLVI-38,IGLVI-42,IGLVI-56,IGLVI-63,IGLVI-68,IGLVI-70,IGLVIV-53,IGLVIV-59,IGLVIV-64,IGLVIV-65,IGLVV-58,IGLVV-66,LZTR1,MAPK1,P2RX6,PI4KA,PPIL2,PRAME,RAB36	172	NA	NA	NA
